Time,Year,RegionName,Cases,Population,Incidence
2021,2021,Spain,6168.0,47400798.0,17.82525912
2021,2021,Sweden,933.0,10379295.0,8.98904983
2021,2021,United Kingdom,,,
2022,2022,Austria,1192.0,8978929.0,13.27552539
2022,2022,Belgium,2375.0,11617623.0,24.05068271
2022,2022,Bulgaria,310.0,6482484.0,4.78211747
2022,2022,Croatia,1047.0,3862305.0,27.10816468
2022,2022,Cyprus,66.0,929764.0,7.29519567
2022,2022,Czechia,7563.0,10516707.0,71.91414574
2022,2022,Denmark,898.0,5873420.0,15.2892182
2022,2022,Estonia,134.0,1331796.0,10.06160102
2022,2022,Finland,666.0,5548241.0,12.00380444
2022,2022,France,11162.0,68091703.0,16.39259925
2022,2022,Germany,9064.0,83237124.0,10.88937191
2022,2022,Greece,640.0,10461627.0,6.11867436
2022,2022,Hungary,3249.0,9610403.0,33.80711506
2022,2022,Iceland,42.0,376248.0,11.16285003
2022,2022,Ireland,340.0,5154277.0,6.59646348
2022,2022,Italy,3572.0,59030133.0,6.05114679
2022,2022,Latvia,90.0,1875757.0,4.79806286
2022,2022,Liechtenstein,5.0,39308.0,12.72005698
2022,2022,Lithuania,234.0,2805998.0,8.33927893
2022,2022,Luxembourg,161.0,645397.0,24.94588602
2022,2022,Malta,199.0,520174.0,38.25642957
2022,2022,Netherlands,1027.0,17590672.0,9.12237747
2022,2022,Norway,712.0,5425270.0,13.12377079
2022,2022,Poland,6054.0,36889761.0,16.4110578
2022,2022,Portugal,412.0,10421117.0,3.95351093
2022,2022,Romania,1010.0,19042455.0,5.30393796
2022,2022,Slovakia,3669.0,5434712.0,67.51047709
2022,2022,Slovenia,384.0,2107180.0,18.22340758
2022,2022,Spain,8832.0,47486843.0,25.47785738
2022,2022,Sweden,1128.0,10452326.0,10.79185628
2022,2022,United Kingdom,,,
2023,2023,Austria,1279.0,9104772.0,14.04757856
2023,2023,Belgium,2040.0,11742796.0,20.43806262
2023,2023,Bulgaria,516.0,6447710.0,8.00284131
2023,2023,Croatia,1270.0,3850894.0,32.97935492
2023,2023,Cyprus,64.0,949084.0,6.7433441
2023,2023,Czechia,7482.0,10827529.0,69.10163897
2023,2023,Denmark,1206.0,5932654.0,20.32817015
2023,2023,Estonia,168.0,1365884.0,12.29972677
2023,2023,Finland,803.0,5563970.0,14.43214107
2023,2023,France,11848.0,68277210.0,17.35278872
2023,2023,Germany,10599.0,83118501.0,12.75167366
2023,2023,Greece,936.0,10413982.0,8.98791643
2023,2023,Hungary,4416.0,9599744.0,46.00122669
2023,2023,Iceland,55.0,387758.0,14.18410451
2023,2023,Ireland,402.0,5271395.0,7.62606482
2023,2023,Italy,3333.0,58997201.0,5.64942055
2023,2023,Latvia,101.0,1883008.0,5.36375841
2023,2023,Liechtenstein,8.0,39677.0,20.16281472
2023,2023,Lithuania,344.0,2857279.0,12.03942632
2023,2023,Luxembourg,167.0,660809.0,25.27205289
2023,2023,Malta,169.0,542051.0,31.17787809
2023,2023,Netherlands,1456.0,17811291.0,12.77279676
